,Store,Weekday,Date,People,Open/Close,Promotions of the store,Holiday_of_the_city,Holiday_Of_Educational_Institute,Date_No
357,358,5,31-07-2015,1215,Open,Yes,No Holiday,Yes,2015.66826484
358,359,5,31-07-2015,653,Open,Yes,No Holiday,Yes,2015.66826484
359,360,5,31-07-2015,881,Open,Yes,No Holiday,Yes,2015.66826484
360,361,5,31-07-2015,812,Open,Yes,No Holiday,Yes,2015.66826484
361,362,5,31-07-2015,1257,Open,Yes,No Holiday,Yes,2015.66826484
362,363,5,31-07-2015,1061,Open,Yes,No Holiday,Yes,2015.66826484
363,364,5,31-07-2015,758,Open,Yes,No Holiday,Yes,2015.66826484
364,365,5,31-07-2015,754,Open,Yes,No Holiday,No,2015.66826484
365,366,5,31-07-2015,772,Open,Yes,No Holiday,Yes,2015.66826484
366,367,5,31-07-2015,646,Open,Yes,No Holiday,Yes,2015.66826484
367,368,5,31-07-2015,1025,Open,Yes,No Holiday,Yes,2015.66826484
368,369,5,31-07-2015,646,Open,Yes,No Holiday,Yes,2015.66826484
369,370,5,31-07-2015,714,Open,Yes,No Holiday,Yes,2015.66826484
370,371,5,31-07-2015,592,Open,Yes,No Holiday,Yes,2015.66826484
371,372,5,31-07-2015,874,Open,Yes,No Holiday,Yes,2015.66826484
372,373,5,31-07-2015,405,Open,Yes,No Holiday,Yes,2015.66826484
373,374,5,31-07-2015,938,Open,Yes,No Holiday,Yes,2015.66826484
374,375,5,31-07-2015,1038,Open,Yes,No Holiday,Yes,2015.66826484
375,376,5,31-07-2015,1083,Open,Yes,No Holiday,Yes,2015.66826484
376,377,5,31-07-2015,1400,Open,Yes,No Holiday,Yes,2015.66826484
377,378,5,31-07-2015,1267,Open,Yes,No Holiday,Yes,2015.66826484
378,379,5,31-07-2015,574,Open,Yes,No Holiday,Yes,2015.66826484
379,380,5,31-07-2015,1498,Open,Yes,No Holiday,Yes,2015.66826484
380,381,5,31-07-2015,977,Open,Yes,No Holiday,Yes,2015.66826484
381,382,5,31-07-2015,818,Open,Yes,No Holiday,Yes,2015.66826484
382,383,5,31-07-2015,2297,Open,Yes,No Holiday,Yes,2015.66826484
383,384,5,31-07-2015,1197,Open,Yes,No Holiday,Yes,2015.66826484
384,385,5,31-07-2015,740,Open,Yes,No Holiday,No,2015.66826484
385,386,5,31-07-2015,713,Open,Yes,No Holiday,Yes,2015.66826484
386,387,5,31-07-2015,1402,Open,Yes,No Holiday,Yes,2015.66826484
387,388,5,31-07-2015,1178,Open,Yes,No Holiday,Yes,2015.66826484
388,389,5,31-07-2015,1383,Open,Yes,No Holiday,Yes,2015.66826484
389,390,5,31-07-2015,1219,Open,Yes,No Holiday,Yes,2015.66826484
390,391,5,31-07-2015,925,Open,Yes,No Holiday,Yes,2015.66826484
391,392,5,31-07-2015,748,Open,Yes,No Holiday,Yes,2015.66826484
392,393,5,31-07-2015,725,Open,Yes,No Holiday,Yes,2015.66826484
393,394,5,31-07-2015,760,Open,Yes,No Holiday,Yes,2015.66826484
394,395,5,31-07-2015,587,Open,Yes,No Holiday,Yes,2015.66826484
395,396,5,31-07-2015,1227,Open,Yes,No Holiday,Yes,2015.66826484
396,397,5,31-07-2015,955,Open,Yes,No Holiday,Yes,2015.66826484
397,398,5,31-07-2015,787,Open,Yes,No Holiday,Yes,2015.66826484
398,399,5,31-07-2015,668,Open,Yes,No Holiday,No,2015.66826484
399,400,5,31-07-2015,1369,Open,Yes,No Holiday,Yes,2015.66826484
400,401,5,31-07-2015,733,Open,Yes,No Holiday,Yes,2015.66826484
401,402,5,31-07-2015,668,Open,Yes,No Holiday,Yes,2015.66826484
402,403,5,31-07-2015,812,Open,Yes,No Holiday,Yes,2015.66826484
403,404,5,31-07-2015,669,Open,Yes,No Holiday,Yes,2015.66826484
404,405,5,31-07-2015,530,Open,Yes,No Holiday,Yes,2015.66826484
405,406,5,31-07-2015,710,Open,Yes,No Holiday,Yes,2015.66826484
406,407,5,31-07-2015,446,Open,Yes,No Holiday,No,2015.66826484
407,408,5,31-07-2015,639,Open,Yes,No Holiday,Yes,2015.66826484
408,409,5,31-07-2015,641,Open,Yes,No Holiday,Yes,2015.66826484
409,410,5,31-07-2015,878,Open,Yes,No Holiday,Yes,2015.66826484
410,411,5,31-07-2015,882,Open,Yes,No Holiday,Yes,2015.66826484
411,412,5,31-07-2015,755,Open,Yes,No Holiday,No,2015.66826484
412,413,5,31-07-2015,1110,Open,Yes,No Holiday,No,2015.66826484
413,414,5,31-07-2015,547,Open,Yes,No Holiday,Yes,2015.66826484
414,415,5,31-07-2015,583,Open,Yes,No Holiday,Yes,2015.66826484
415,416,5,31-07-2015,1425,Open,Yes,No Holiday,Yes,2015.66826484
416,417,5,31-07-2015,835,Open,Yes,No Holiday,Yes,2015.66826484
417,418,5,31-07-2015,801,Open,Yes,No Holiday,Yes,2015.66826484
418,419,5,31-07-2015,1030,Open,Yes,No Holiday,Yes,2015.66826484
419,420,5,31-07-2015,516,Open,Yes,No Holiday,No,2015.66826484
420,421,5,31-07-2015,1288,Open,Yes,No Holiday,Yes,2015.66826484
421,422,5,31-07-2015,458,Open,Yes,No Holiday,Yes,2015.66826484
422,423,5,31-07-2015,2213,Open,Yes,No Holiday,Yes,2015.66826484
423,424,5,31-07-2015,930,Open,Yes,No Holiday,Yes,2015.66826484
424,425,5,31-07-2015,560,Open,Yes,No Holiday,Yes,2015.66826484
425,426,5,31-07-2015,667,Open,Yes,No Holiday,Yes,2015.66826484
426,427,5,31-07-2015,880,Open,Yes,No Holiday,No,2015.66826484
427,428,5,31-07-2015,635,Open,Yes,No Holiday,No,2015.66826484
428,429,5,31-07-2015,523,Open,Yes,No Holiday,No,2015.66826484
429,430,5,31-07-2015,868,Open,Yes,No Holiday,No,2015.66826484
430,431,5,31-07-2015,1045,Open,Yes,No Holiday,Yes,2015.66826484
431,432,5,31-07-2015,1795,Open,Yes,No Holiday,Yes,2015.66826484
432,433,5,31-07-2015,904,Open,Yes,No Holiday,Yes,2015.66826484
433,434,5,31-07-2015,767,Open,Yes,No Holiday,No,2015.66826484
434,435,5,31-07-2015,388,Open,Yes,No Holiday,Yes,2015.66826484
435,436,5,31-07-2015,731,Open,Yes,No Holiday,Yes,2015.66826484
436,437,5,31-07-2015,847,Open,Yes,No Holiday,Yes,2015.66826484
437,438,5,31-07-2015,614,Open,Yes,No Holiday,Yes,2015.66826484
438,439,5,31-07-2015,930,Open,Yes,No Holiday,Yes,2015.66826484
439,440,5,31-07-2015,839,Open,Yes,No Holiday,Yes,2015.66826484
440,441,5,31-07-2015,847,Open,Yes,No Holiday,Yes,2015.66826484
441,442,5,31-07-2015,637,Open,Yes,No Holiday,Yes,2015.66826484
442,443,5,31-07-2015,566,Open,Yes,No Holiday,Yes,2015.66826484
443,444,5,31-07-2015,1573,Open,Yes,No Holiday,Yes,2015.66826484
444,445,5,31-07-2015,1627,Open,Yes,No Holiday,Yes,2015.66826484
445,446,5,31-07-2015,816,Open,Yes,No Holiday,Yes,2015.66826484
446,447,5,31-07-2015,614,Open,Yes,No Holiday,Yes,2015.66826484
447,448,5,31-07-2015,786,Open,Yes,No Holiday,Yes,2015.66826484
448,449,5,31-07-2015,1583,Open,Yes,No Holiday,Yes,2015.66826484
449,450,5,31-07-2015,1096,Open,Yes,No Holiday,Yes,2015.66826484
450,451,5,31-07-2015,514,Open,Yes,No Holiday,Yes,2015.66826484
451,452,5,31-07-2015,642,Open,Yes,No Holiday,Yes,2015.66826484
452,453,5,31-07-2015,1553,Open,Yes,No Holiday,Yes,2015.66826484
453,454,5,31-07-2015,887,Open,Yes,No Holiday,Yes,2015.66826484
454,455,5,31-07-2015,566,Open,Yes,No Holiday,Yes,2015.66826484
455,456,5,31-07-2015,935,Open,Yes,No Holiday,Yes,2015.66826484
456,457,5,31-07-2015,555,Open,Yes,No Holiday,No,2015.66826484
457,458,5,31-07-2015,779,Open,Yes,No Holiday,Yes,2015.66826484
458,459,5,31-07-2015,1450,Open,Yes,No Holiday,Yes,2015.66826484
459,460,5,31-07-2015,541,Open,Yes,No Holiday,Yes,2015.66826484
460,461,5,31-07-2015,567,Open,Yes,No Holiday,Yes,2015.66826484
461,462,5,31-07-2015,637,Open,Yes,No Holiday,Yes,2015.66826484
462,463,5,31-07-2015,880,Open,Yes,No Holiday,Yes,2015.66826484
463,464,5,31-07-2015,1271,Open,Yes,No Holiday,Yes,2015.66826484
464,465,5,31-07-2015,717,Open,Yes,No Holiday,Yes,2015.66826484
465,466,5,31-07-2015,914,Open,Yes,No Holiday,Yes,2015.66826484
466,467,5,31-07-2015,1761,Open,Yes,No Holiday,Yes,2015.66826484
467,468,5,31-07-2015,804,Open,Yes,No Holiday,Yes,2015.66826484
468,469,5,31-07-2015,1868,Open,Yes,No Holiday,Yes,2015.66826484
469,470,5,31-07-2015,1835,Open,Yes,No Holiday,Yes,2015.66826484
470,471,5,31-07-2015,703,Open,Yes,No Holiday,No,2015.66826484
471,472,5,31-07-2015,783,Open,Yes,No Holiday,Yes,2015.66826484
472,473,5,31-07-2015,511,Open,Yes,No Holiday,Yes,2015.66826484
473,474,5,31-07-2015,825,Open,Yes,No Holiday,Yes,2015.66826484
474,475,5,31-07-2015,1024,Open,Yes,No Holiday,Yes,2015.66826484
475,476,5,31-07-2015,748,Open,Yes,No Holiday,Yes,2015.66826484
476,477,5,31-07-2015,533,Open,Yes,No Holiday,No,2015.66826484
477,478,5,31-07-2015,870,Open,Yes,No Holiday,Yes,2015.66826484
478,479,5,31-07-2015,1687,Open,Yes,No Holiday,Yes,2015.66826484
479,480,5,31-07-2015,720,Open,Yes,No Holiday,Yes,2015.66826484
480,481,5,31-07-2015,651,Open,Yes,No Holiday,Yes,2015.66826484
481,482,5,31-07-2015,974,Open,Yes,No Holiday,Yes,2015.66826484
482,483,5,31-07-2015,712,Open,Yes,No Holiday,Yes,2015.66826484
483,484,5,31-07-2015,878,Open,Yes,No Holiday,Yes,2015.66826484
484,485,5,31-07-2015,554,Open,Yes,No Holiday,No,2015.66826484
485,486,5,31-07-2015,661,Open,Yes,No Holiday,Yes,2015.66826484
486,487,5,31-07-2015,828,Open,Yes,No Holiday,Yes,2015.66826484
487,488,5,31-07-2015,401,Open,Yes,No Holiday,Yes,2015.66826484
488,489,5,31-07-2015,748,Open,Yes,No Holiday,Yes,2015.66826484
489,490,5,31-07-2015,1129,Open,Yes,No Holiday,No,2015.66826484
490,491,5,31-07-2015,625,Open,Yes,No Holiday,Yes,2015.66826484
491,492,5,31-07-2015,1341,Open,Yes,No Holiday,No,2015.66826484
492,493,5,31-07-2015,933,Open,Yes,No Holiday,Yes,2015.66826484
493,494,5,31-07-2015,1202,Open,Yes,No Holiday,Yes,2015.66826484
494,495,5,31-07-2015,492,Open,Yes,No Holiday,Yes,2015.66826484
495,496,5,31-07-2015,926,Open,Yes,No Holiday,Yes,2015.66826484
496,497,5,31-07-2015,1248,Open,Yes,No Holiday,Yes,2015.66826484
497,498,5,31-07-2015,903,Open,Yes,No Holiday,No,2015.66826484
498,499,5,31-07-2015,922,Open,Yes,No Holiday,Yes,2015.66826484
499,500,5,31-07-2015,505,Open,Yes,No Holiday,No,2015.66826484
500,501,5,31-07-2015,684,Open,Yes,No Holiday,No,2015.66826484
501,502,5,31-07-2015,1820,Open,Yes,No Holiday,Yes,2015.66826484
502,503,5,31-07-2015,609,Open,Yes,No Holiday,Yes,2015.66826484
503,504,5,31-07-2015,1117,Open,Yes,No Holiday,Yes,2015.66826484
504,505,5,31-07-2015,734,Open,Yes,No Holiday,Yes,2015.66826484
505,506,5,31-07-2015,1039,Open,Yes,No Holiday,Yes,2015.66826484
506,507,5,31-07-2015,726,Open,Yes,No Holiday,Yes,2015.66826484
507,508,5,31-07-2015,970,Open,Yes,No Holiday,Yes,2015.66826484
508,509,5,31-07-2015,576,Open,Yes,No Holiday,Yes,2015.66826484
509,510,5,31-07-2015,951,Open,Yes,No Holiday,Yes,2015.66826484
510,511,5,31-07-2015,846,Open,Yes,No Holiday,Yes,2015.66826484
511,512,5,31-07-2015,1812,Open,Yes,No Holiday,No,2015.66826484
512,513,5,31-07-2015,2177,Open,Yes,No Holiday,Yes,2015.66826484
513,514,5,31-07-2015,707,Open,Yes,No Holiday,No,2015.66826484
514,515,5,31-07-2015,871,Open,Yes,No Holiday,Yes,2015.66826484
515,516,5,31-07-2015,833,Open,Yes,No Holiday,Yes,2015.66826484
516,517,5,31-07-2015,769,Open,Yes,No Holiday,Yes,2015.66826484
517,518,5,31-07-2015,590,Open,Yes,No Holiday,No,2015.66826484
518,519,5,31-07-2015,719,Open,Yes,No Holiday,Yes,2015.66826484
519,520,5,31-07-2015,512,Open,Yes,No Holiday,Yes,2015.66826484
520,521,5,31-07-2015,567,Open,Yes,No Holiday,Yes,2015.66826484
521,522,5,31-07-2015,797,Open,Yes,No Holiday,No,2015.66826484
522,523,5,31-07-2015,1625,Open,Yes,No Holiday,Yes,2015.66826484
523,524,5,31-07-2015,1049,Open,Yes,No Holiday,Yes,2015.66826484
524,525,5,31-07-2015,893,Open,Yes,No Holiday,Yes,2015.66826484
525,526,5,31-07-2015,1434,Open,Yes,No Holiday,Yes,2015.66826484
526,527,5,31-07-2015,1162,Open,Yes,No Holiday,Yes,2015.66826484
527,528,5,31-07-2015,1166,Open,Yes,No Holiday,Yes,2015.66826484
528,529,5,31-07-2015,913,Open,Yes,No Holiday,Yes,2015.66826484
529,530,5,31-07-2015,1438,Open,Yes,No Holiday,Yes,2015.66826484
530,531,5,31-07-2015,584,Open,Yes,No Holiday,Yes,2015.66826484
531,532,5,31-07-2015,1236,Open,Yes,No Holiday,Yes,2015.66826484
532,533,5,31-07-2015,1306,Open,Yes,No Holiday,Yes,2015.66826484
533,534,5,31-07-2015,723,Open,Yes,No Holiday,No,2015.66826484
534,535,5,31-07-2015,947,Open,Yes,No Holiday,Yes,2015.66826484
535,536,5,31-07-2015,1209,Open,Yes,No Holiday,Yes,2015.66826484
536,537,5,31-07-2015,743,Open,Yes,No Holiday,Yes,2015.66826484
537,538,5,31-07-2015,567,Open,Yes,No Holiday,Yes,2015.66826484
538,539,5,31-07-2015,1271,Open,Yes,No Holiday,No,2015.66826484
539,540,5,31-07-2015,517,Open,Yes,No Holiday,No,2015.66826484
540,541,5,31-07-2015,971,Open,Yes,No Holiday,Yes,2015.66826484
541,542,5,31-07-2015,568,Open,Yes,No Holiday,No,2015.66826484
542,543,5,31-07-2015,274,Open,Yes,No Holiday,Yes,2015.66826484
543,544,5,31-07-2015,2050,Open,Yes,No Holiday,Yes,2015.66826484
544,545,5,31-07-2015,1191,Open,Yes,No Holiday,Yes,2015.66826484
545,546,5,31-07-2015,1617,Open,Yes,No Holiday,Yes,2015.66826484
546,547,5,31-07-2015,510,Open,Yes,No Holiday,No,2015.66826484
547,548,5,31-07-2015,381,Open,Yes,No Holiday,Yes,2015.66826484
548,549,5,31-07-2015,650,Open,Yes,No Holiday,Yes,2015.66826484
549,550,5,31-07-2015,491,Open,Yes,No Holiday,Yes,2015.66826484
550,551,5,31-07-2015,1278,Open,Yes,No Holiday,Yes,2015.66826484
551,552,5,31-07-2015,784,Open,Yes,No Holiday,Yes,2015.66826484
552,553,5,31-07-2015,785,Open,Yes,No Holiday,Yes,2015.66826484
553,554,5,31-07-2015,654,Open,Yes,No Holiday,Yes,2015.66826484
554,555,5,31-07-2015,504,Open,Yes,No Holiday,No,2015.66826484
555,556,5,31-07-2015,898,Open,Yes,No Holiday,Yes,2015.66826484
556,557,5,31-07-2015,752,Open,Yes,No Holiday,Yes,2015.66826484
557,558,5,31-07-2015,528,Open,Yes,No Holiday,Yes,2015.66826484
558,559,5,31-07-2015,1053,Open,Yes,No Holiday,Yes,2015.66826484
559,560,5,31-07-2015,1922,Open,Yes,No Holiday,Yes,2015.66826484
560,561,5,31-07-2015,807,Open,Yes,No Holiday,Yes,2015.66826484
561,562,5,31-07-2015,3255,Open,Yes,No Holiday,Yes,2015.66826484
562,563,5,31-07-2015,672,Open,Yes,No Holiday,Yes,2015.66826484
563,564,5,31-07-2015,540,Open,Yes,No Holiday,Yes,2015.66826484
564,565,5,31-07-2015,906,Open,Yes,No Holiday,Yes,2015.66826484
565,566,5,31-07-2015,690,Open,Yes,No Holiday,Yes,2015.66826484
566,567,5,31-07-2015,854,Open,Yes,No Holiday,Yes,2015.66826484
567,568,5,31-07-2015,472,Open,Yes,No Holiday,Yes,2015.66826484
568,569,5,31-07-2015,620,Open,Yes,No Holiday,Yes,2015.66826484
569,570,5,31-07-2015,804,Open,Yes,No Holiday,Yes,2015.66826484
570,571,5,31-07-2015,677,Open,Yes,No Holiday,No,2015.66826484
571,572,5,31-07-2015,657,Open,Yes,No Holiday,Yes,2015.66826484
572,573,5,31-07-2015,391,Open,Yes,No Holiday,No,2015.66826484
573,574,5,31-07-2015,720,Open,Yes,No Holiday,Yes,2015.66826484
574,575,5,31-07-2015,650,Open,Yes,No Holiday,No,2015.66826484
575,576,5,31-07-2015,1072,Open,Yes,No Holiday,Yes,2015.66826484
576,577,5,31-07-2015,679,Open,Yes,No Holiday,Yes,2015.66826484
577,578,5,31-07-2015,1225,Open,Yes,No Holiday,Yes,2015.66826484
578,579,5,31-07-2015,991,Open,Yes,No Holiday,Yes,2015.66826484
579,580,5,31-07-2015,1665,Open,Yes,No Holiday,Yes,2015.66826484
580,581,5,31-07-2015,645,Open,Yes,No Holiday,Yes,2015.66826484
581,582,5,31-07-2015,893,Open,Yes,No Holiday,Yes,2015.66826484
582,583,5,31-07-2015,530,Open,Yes,No Holiday,Yes,2015.66826484
583,584,5,31-07-2015,505,Open,Yes,No Holiday,Yes,2015.66826484
584,585,5,31-07-2015,972,Open,Yes,No Holiday,Yes,2015.66826484
585,586,5,31-07-2015,2501,Open,Yes,No Holiday,Yes,2015.66826484
586,587,5,31-07-2015,788,Open,Yes,No Holiday,No,2015.66826484
587,588,5,31-07-2015,823,Open,Yes,No Holiday,Yes,2015.66826484
588,589,5,31-07-2015,681,Open,Yes,No Holiday,Yes,2015.66826484
589,590,5,31-07-2015,494,Open,Yes,No Holiday,Yes,2015.66826484
590,591,5,31-07-2015,641,Open,Yes,No Holiday,Yes,2015.66826484
591,592,5,31-07-2015,585,Open,Yes,No Holiday,Yes,2015.66826484
592,593,5,31-07-2015,1375,Open,Yes,No Holiday,Yes,2015.66826484
593,594,5,31-07-2015,539,Open,Yes,No Holiday,Yes,2015.66826484
594,595,5,31-07-2015,1899,Open,Yes,No Holiday,Yes,2015.66826484
595,596,5,31-07-2015,882,Open,Yes,No Holiday,Yes,2015.66826484
596,597,5,31-07-2015,873,Open,Yes,No Holiday,Yes,2015.66826484
597,598,5,31-07-2015,763,Open,Yes,No Holiday,No,2015.66826484
598,599,5,31-07-2015,960,Open,Yes,No Holiday,Yes,2015.66826484
599,600,5,31-07-2015,898,Open,Yes,No Holiday,Yes,2015.66826484
600,601,5,31-07-2015,441,Open,Yes,No Holiday,Yes,2015.66826484
601,602,5,31-07-2015,635,Open,Yes,No Holiday,Yes,2015.66826484
602,603,5,31-07-2015,1161,Open,Yes,No Holiday,Yes,2015.66826484
603,604,5,31-07-2015,614,Open,Yes,No Holiday,No,2015.66826484
604,605,5,31-07-2015,662,Open,Yes,No Holiday,Yes,2015.66826484
605,606,5,31-07-2015,663,Open,Yes,No Holiday,Yes,2015.66826484
606,607,5,31-07-2015,637,Open,Yes,No Holiday,Yes,2015.66826484
607,608,5,31-07-2015,1126,Open,Yes,No Holiday,Yes,2015.66826484
608,609,5,31-07-2015,588,Open,Yes,No Holiday,Yes,2015.66826484
609,610,5,31-07-2015,523,Open,Yes,No Holiday,Yes,2015.66826484
610,611,5,31-07-2015,531,Open,Yes,No Holiday,No,2015.66826484
611,612,5,31-07-2015,493,Open,Yes,No Holiday,No,2015.66826484
612,613,5,31-07-2015,954,Open,Yes,No Holiday,Yes,2015.66826484
613,614,5,31-07-2015,1069,Open,Yes,No Holiday,Yes,2015.66826484
614,615,5,31-07-2015,1225,Open,Yes,No Holiday,Yes,2015.66826484
615,616,5,31-07-2015,957,Open,Yes,No Holiday,Yes,2015.66826484
616,617,5,31-07-2015,732,Open,Yes,No Holiday,Yes,2015.66826484
617,618,5,31-07-2015,618,Open,Yes,No Holiday,Yes,2015.66826484
618,619,5,31-07-2015,614,Open,Yes,No Holiday,No,2015.66826484
619,620,5,31-07-2015,937,Open,Yes,No Holiday,No,2015.66826484
620,621,5,31-07-2015,870,Open,Yes,No Holiday,Yes,2015.66826484
621,622,5,31-07-2015,540,Open,Yes,No Holiday,Yes,2015.66826484
622,623,5,31-07-2015,1045,Open,Yes,No Holiday,Yes,2015.66826484
623,624,5,31-07-2015,746,Open,Yes,No Holiday,Yes,2015.66826484
624,625,5,31-07-2015,702,Open,Yes,No Holiday,Yes,2015.66826484
625,626,5,31-07-2015,974,Open,Yes,No Holiday,Yes,2015.66826484
626,627,5,31-07-2015,746,Open,Yes,No Holiday,Yes,2015.66826484
627,628,5,31-07-2015,1091,Open,Yes,No Holiday,Yes,2015.66826484
628,629,5,31-07-2015,590,Open,Yes,No Holiday,No,2015.66826484
629,630,5,31-07-2015,801,Open,Yes,No Holiday,Yes,2015.66826484
630,631,5,31-07-2015,765,Open,Yes,No Holiday,Yes,2015.66826484
631,632,5,31-07-2015,1053,Open,Yes,No Holiday,Yes,2015.66826484
632,633,5,31-07-2015,530,Open,Yes,No Holiday,No,2015.66826484
633,634,5,31-07-2015,775,Open,Yes,No Holiday,Yes,2015.66826484
634,635,5,31-07-2015,791,Open,Yes,No Holiday,Yes,2015.66826484
635,636,5,31-07-2015,1027,Open,Yes,No Holiday,No,2015.66826484
636,637,5,31-07-2015,893,Open,Yes,No Holiday,No,2015.66826484
637,638,5,31-07-2015,624,Open,Yes,No Holiday,No,2015.66826484
638,639,5,31-07-2015,528,Open,Yes,No Holiday,Yes,2015.66826484
639,640,5,31-07-2015,936,Open,Yes,No Holiday,Yes,2015.66826484
640,641,5,31-07-2015,567,Open,Yes,No Holiday,Yes,2015.66826484
641,642,5,31-07-2015,420,Open,Yes,No Holiday,Yes,2015.66826484
642,643,5,31-07-2015,1312,Open,Yes,No Holiday,Yes,2015.66826484
643,644,5,31-07-2015,1189,Open,Yes,No Holiday,No,2015.66826484
644,645,5,31-07-2015,1817,Open,Yes,No Holiday,Yes,2015.66826484
645,646,5,31-07-2015,817,Open,Yes,No Holiday,No,2015.66826484
646,647,5,31-07-2015,932,Open,Yes,No Holiday,Yes,2015.66826484
647,648,5,31-07-2015,620,Open,Yes,No Holiday,Yes,2015.66826484
648,649,5,31-07-2015,486,Open,Yes,No Holiday,Yes,2015.66826484
649,650,5,31-07-2015,743,Open,Yes,No Holiday,No,2015.66826484
650,651,5,31-07-2015,992,Open,Yes,No Holiday,Yes,2015.66826484
651,652,5,31-07-2015,884,Open,Yes,No Holiday,Yes,2015.66826484
652,653,5,31-07-2015,605,Open,Yes,No Holiday,Yes,2015.66826484
653,654,5,31-07-2015,770,Open,Yes,No Holiday,Yes,2015.66826484
654,655,5,31-07-2015,861,Open,Yes,No Holiday,Yes,2015.66826484
655,656,5,31-07-2015,465,Open,Yes,No Holiday,Yes,2015.66826484
656,657,5,31-07-2015,919,Open,Yes,No Holiday,Yes,2015.66826484
657,658,5,31-07-2015,669,Open,Yes,No Holiday,Yes,2015.66826484
658,659,5,31-07-2015,690,Open,Yes,No Holiday,Yes,2015.66826484
659,660,5,31-07-2015,652,Open,Yes,No Holiday,No,2015.66826484
660,661,5,31-07-2015,570,Open,Yes,No Holiday,Yes,2015.66826484
661,662,5,31-07-2015,858,Open,Yes,No Holiday,Yes,2015.66826484
662,663,5,31-07-2015,949,Open,Yes,No Holiday,Yes,2015.66826484
663,664,5,31-07-2015,823,Open,Yes,No Holiday,Yes,2015.66826484
664,665,5,31-07-2015,1365,Open,Yes,No Holiday,Yes,2015.66826484
665,666,5,31-07-2015,778,Open,Yes,No Holiday,Yes,2015.66826484
666,667,5,31-07-2015,971,Open,Yes,No Holiday,Yes,2015.66826484
667,668,5,31-07-2015,1278,Open,Yes,No Holiday,Yes,2015.66826484
668,669,5,31-07-2015,501,Open,Yes,No Holiday,No,2015.66826484
669,670,5,31-07-2015,922,Open,Yes,No Holiday,No,2015.66826484
670,671,5,31-07-2015,818,Open,Yes,No Holiday,No,2015.66826484
671,672,5,31-07-2015,1437,Open,Yes,No Holiday,Yes,2015.66826484
672,673,5,31-07-2015,810,Open,Yes,No Holiday,Yes,2015.66826484
673,674,5,31-07-2015,1387,Open,Yes,No Holiday,Yes,2015.66826484
674,675,5,31-07-2015,421,Open,Yes,No Holiday,Yes,2015.66826484
675,676,5,31-07-2015,1943,Open,Yes,No Holiday,Yes,2015.66826484
676,677,5,31-07-2015,718,Open,Yes,No Holiday,No,2015.66826484
677,678,5,31-07-2015,1024,Open,Yes,No Holiday,Yes,2015.66826484
678,679,5,31-07-2015,1188,Open,Yes,No Holiday,Yes,2015.66826484
679,680,5,31-07-2015,887,Open,Yes,No Holiday,Yes,2015.66826484
680,681,5,31-07-2015,564,Open,Yes,No Holiday,Yes,2015.66826484
681,682,5,31-07-2015,2013,Open,Yes,No Holiday,Yes,2015.66826484
682,683,5,31-07-2015,981,Open,Yes,No Holiday,Yes,2015.66826484
683,684,5,31-07-2015,790,Open,Yes,No Holiday,No,2015.66826484
684,685,5,31-07-2015,685,Open,Yes,No Holiday,Yes,2015.66826484
685,686,5,31-07-2015,824,Open,Yes,No Holiday,Yes,2015.66826484
686,687,5,31-07-2015,818,Open,Yes,No Holiday,Yes,2015.66826484
687,688,5,31-07-2015,469,Open,Yes,No Holiday,Yes,2015.66826484
688,689,5,31-07-2015,785,Open,Yes,No Holiday,Yes,2015.66826484
689,690,5,31-07-2015,898,Open,Yes,No Holiday,Yes,2015.66826484
690,691,5,31-07-2015,668,Open,Yes,No Holiday,Yes,2015.66826484
691,692,5,31-07-2015,801,Open,Yes,No Holiday,Yes,2015.66826484
692,693,5,31-07-2015,571,Open,Yes,No Holiday,Yes,2015.66826484
693,694,5,31-07-2015,893,Open,Yes,No Holiday,No,2015.66826484
694,695,5,31-07-2015,565,Open,Yes,No Holiday,Yes,2015.66826484
695,696,5,31-07-2015,1277,Open,Yes,No Holiday,Yes,2015.66826484
696,697,5,31-07-2015,1150,Open,Yes,No Holiday,Yes,2015.66826484
697,698,5,31-07-2015,1974,Open,Yes,No Holiday,Yes,2015.66826484
698,699,5,31-07-2015,1219,Open,Yes,No Holiday,Yes,2015.66826484
699,700,5,31-07-2015,646,Open,Yes,No Holiday,Yes,2015.66826484
700,701,5,31-07-2015,755,Open,Yes,No Holiday,No,2015.66826484
701,702,5,31-07-2015,488,Open,Yes,No Holiday,No,2015.66826484
702,703,5,31-07-2015,358,Open,Yes,No Holiday,Yes,2015.66826484
703,704,5,31-07-2015,1184,Open,Yes,No Holiday,Yes,2015.66826484
