,Unnamed: 0,Store,Weekday,Date,People,Open/Close,Promotions of the store,Holiday_of_the_city,Holiday_Of_Educational_Institute,Promo2On,Promo2Date
340,340,341,5,31-07-2015,851,Open,Yes,No Holiday,Yes,0,0.0
341,341,342,5,31-07-2015,987,Open,Yes,No Holiday,No,1,2014.76923077
342,342,343,5,31-07-2015,802,Open,Yes,No Holiday,Yes,1,2014.26923077
343,343,344,5,31-07-2015,1434,Open,Yes,No Holiday,Yes,1,2011.26923077
344,344,345,5,31-07-2015,505,Open,Yes,No Holiday,No,1,2012.42307692
345,345,346,5,31-07-2015,734,Open,Yes,No Holiday,Yes,0,0.0
346,346,347,5,31-07-2015,504,Open,Yes,No Holiday,Yes,0,0.0
347,347,348,5,31-07-2015,831,Open,Yes,No Holiday,No,1,2012.42307692
348,348,349,5,31-07-2015,873,Open,Yes,No Holiday,Yes,0,0.0
349,349,350,5,31-07-2015,614,Open,Yes,No Holiday,Yes,1,2011.26923077
350,350,351,5,31-07-2015,652,Open,Yes,No Holiday,Yes,0,0.0
351,351,352,5,31-07-2015,716,Open,Yes,No Holiday,Yes,0,0.0
352,352,353,5,31-07-2015,1851,Open,Yes,No Holiday,Yes,0,0.0
353,353,354,5,31-07-2015,791,Open,Yes,No Holiday,Yes,0,0.0
354,354,355,5,31-07-2015,1304,Open,Yes,No Holiday,Yes,0,0.0
355,355,356,5,31-07-2015,602,Open,Yes,No Holiday,Yes,0,0.0
356,356,357,5,31-07-2015,1218,Open,Yes,No Holiday,Yes,0,0.0
357,357,358,5,31-07-2015,1215,Open,Yes,No Holiday,Yes,0,0.0
358,358,359,5,31-07-2015,653,Open,Yes,No Holiday,Yes,0,0.0
359,359,360,5,31-07-2015,881,Open,Yes,No Holiday,Yes,0,0.0
360,360,361,5,31-07-2015,812,Open,Yes,No Holiday,Yes,0,0.0
361,361,362,5,31-07-2015,1257,Open,Yes,No Holiday,Yes,0,0.0
362,362,363,5,31-07-2015,1061,Open,Yes,No Holiday,Yes,0,0.0
363,363,364,5,31-07-2015,758,Open,Yes,No Holiday,Yes,0,0.0
364,364,365,5,31-07-2015,754,Open,Yes,No Holiday,No,0,0.0
365,365,366,5,31-07-2015,772,Open,Yes,No Holiday,Yes,0,0.0
366,366,367,5,31-07-2015,646,Open,Yes,No Holiday,Yes,0,0.0
367,367,368,5,31-07-2015,1025,Open,Yes,No Holiday,Yes,0,0.0
368,368,369,5,31-07-2015,646,Open,Yes,No Holiday,Yes,0,0.0
369,369,370,5,31-07-2015,714,Open,Yes,No Holiday,Yes,1,2009.59615385
370,370,371,5,31-07-2015,592,Open,Yes,No Holiday,Yes,0,0.0
371,371,372,5,31-07-2015,874,Open,Yes,No Holiday,Yes,1,2014.34615385
372,372,373,5,31-07-2015,405,Open,Yes,No Holiday,Yes,1,2012.42307692
373,373,374,5,31-07-2015,938,Open,Yes,No Holiday,Yes,0,0.0
374,374,375,5,31-07-2015,1038,Open,Yes,No Holiday,Yes,1,2009.71153846
375,375,376,5,31-07-2015,1083,Open,Yes,No Holiday,Yes,0,0.0
376,376,377,5,31-07-2015,1400,Open,Yes,No Holiday,Yes,0,0.0
377,377,378,5,31-07-2015,1267,Open,Yes,No Holiday,Yes,0,0.0
378,378,379,5,31-07-2015,574,Open,Yes,No Holiday,Yes,0,0.0
379,379,380,5,31-07-2015,1498,Open,Yes,No Holiday,Yes,0,0.0
380,380,381,5,31-07-2015,977,Open,Yes,No Holiday,Yes,0,0.0
381,381,382,5,31-07-2015,818,Open,Yes,No Holiday,Yes,0,0.0
382,382,383,5,31-07-2015,2297,Open,Yes,No Holiday,Yes,0,0.0
383,383,384,5,31-07-2015,1197,Open,Yes,No Holiday,Yes,1,2011.26923077
384,384,385,5,31-07-2015,740,Open,Yes,No Holiday,No,0,0.0
385,385,386,5,31-07-2015,713,Open,Yes,No Holiday,Yes,1,2013.59615385
386,386,387,5,31-07-2015,1402,Open,Yes,No Holiday,Yes,0,0.0
387,387,388,5,31-07-2015,1178,Open,Yes,No Holiday,Yes,0,0.0
388,388,389,5,31-07-2015,1383,Open,Yes,No Holiday,Yes,0,0.0
389,389,390,5,31-07-2015,1219,Open,Yes,No Holiday,Yes,0,0.0
390,390,391,5,31-07-2015,925,Open,Yes,No Holiday,Yes,0,0.0
391,391,392,5,31-07-2015,748,Open,Yes,No Holiday,Yes,0,0.0
392,392,393,5,31-07-2015,725,Open,Yes,No Holiday,Yes,0,0.0
393,393,394,5,31-07-2015,760,Open,Yes,No Holiday,Yes,0,0.0
394,394,395,5,31-07-2015,587,Open,Yes,No Holiday,Yes,0,0.0
395,395,396,5,31-07-2015,1227,Open,Yes,No Holiday,Yes,0,0.0
396,396,397,5,31-07-2015,955,Open,Yes,No Holiday,Yes,0,0.0
397,397,398,5,31-07-2015,787,Open,Yes,No Holiday,Yes,1,2012.01923077
398,398,399,5,31-07-2015,668,Open,Yes,No Holiday,No,1,2011.76923077
399,399,400,5,31-07-2015,1369,Open,Yes,No Holiday,Yes,1,2011.26923077
400,400,401,5,31-07-2015,733,Open,Yes,No Holiday,Yes,1,2012.26923077
401,401,402,5,31-07-2015,668,Open,Yes,No Holiday,Yes,1,2010.25
402,402,403,5,31-07-2015,812,Open,Yes,No Holiday,Yes,0,0.0
403,403,404,5,31-07-2015,669,Open,Yes,No Holiday,Yes,0,0.0
404,404,405,5,31-07-2015,530,Open,Yes,No Holiday,Yes,1,2011.26923077
405,405,406,5,31-07-2015,710,Open,Yes,No Holiday,Yes,0,0.0
406,406,407,5,31-07-2015,446,Open,Yes,No Holiday,No,0,0.0
407,407,408,5,31-07-2015,639,Open,Yes,No Holiday,Yes,0,0.0
408,408,409,5,31-07-2015,641,Open,Yes,No Holiday,Yes,1,2013.01923077
409,409,410,5,31-07-2015,878,Open,Yes,No Holiday,Yes,0,0.0
410,410,411,5,31-07-2015,882,Open,Yes,No Holiday,Yes,0,0.0
411,411,412,5,31-07-2015,755,Open,Yes,No Holiday,No,1,2010.75
412,412,413,5,31-07-2015,1110,Open,Yes,No Holiday,No,0,0.0
413,413,414,5,31-07-2015,547,Open,Yes,No Holiday,Yes,1,2013.01923077
414,414,415,5,31-07-2015,583,Open,Yes,No Holiday,Yes,0,0.0
415,415,416,5,31-07-2015,1425,Open,Yes,No Holiday,Yes,0,0.0
416,416,417,5,31-07-2015,835,Open,Yes,No Holiday,Yes,1,2014.19230769
417,417,418,5,31-07-2015,801,Open,Yes,No Holiday,Yes,0,0.0
418,418,419,5,31-07-2015,1030,Open,Yes,No Holiday,Yes,0,0.0
419,419,420,5,31-07-2015,516,Open,Yes,No Holiday,No,1,2012.51923077
420,420,421,5,31-07-2015,1288,Open,Yes,No Holiday,Yes,0,0.0
421,421,422,5,31-07-2015,458,Open,Yes,No Holiday,Yes,0,0.0
422,422,423,5,31-07-2015,2213,Open,Yes,No Holiday,Yes,0,0.0
423,423,424,5,31-07-2015,930,Open,Yes,No Holiday,Yes,1,2011.76923077
424,424,425,5,31-07-2015,560,Open,Yes,No Holiday,Yes,0,0.0
425,425,426,5,31-07-2015,667,Open,Yes,No Holiday,Yes,0,0.0
426,426,427,5,31-07-2015,880,Open,Yes,No Holiday,No,1,2010.25
427,427,428,5,31-07-2015,635,Open,Yes,No Holiday,No,0,0.0
428,428,429,5,31-07-2015,523,Open,Yes,No Holiday,No,1,2013.59615385
429,429,430,5,31-07-2015,868,Open,Yes,No Holiday,No,0,0.0
430,430,431,5,31-07-2015,1045,Open,Yes,No Holiday,Yes,0,0.0
431,431,432,5,31-07-2015,1795,Open,Yes,No Holiday,Yes,0,0.0
432,432,433,5,31-07-2015,904,Open,Yes,No Holiday,Yes,0,0.0
433,433,434,5,31-07-2015,767,Open,Yes,No Holiday,No,1,2014.76923077
434,434,435,5,31-07-2015,388,Open,Yes,No Holiday,Yes,0,0.0
435,435,436,5,31-07-2015,731,Open,Yes,No Holiday,Yes,0,0.0
436,436,437,5,31-07-2015,847,Open,Yes,No Holiday,Yes,1,2010.96153846
437,437,438,5,31-07-2015,614,Open,Yes,No Holiday,Yes,1,2012.76923077
438,438,439,5,31-07-2015,930,Open,Yes,No Holiday,Yes,0,0.0
439,439,440,5,31-07-2015,839,Open,Yes,No Holiday,Yes,0,0.0
440,440,441,5,31-07-2015,847,Open,Yes,No Holiday,Yes,0,0.0
441,441,442,5,31-07-2015,637,Open,Yes,No Holiday,Yes,0,0.0
442,442,443,5,31-07-2015,566,Open,Yes,No Holiday,Yes,0,0.0
443,443,444,5,31-07-2015,1573,Open,Yes,No Holiday,Yes,0,0.0
444,444,445,5,31-07-2015,1627,Open,Yes,No Holiday,Yes,0,0.0
445,445,446,5,31-07-2015,816,Open,Yes,No Holiday,Yes,0,0.0
446,446,447,5,31-07-2015,614,Open,Yes,No Holiday,Yes,0,0.0
447,447,448,5,31-07-2015,786,Open,Yes,No Holiday,Yes,0,0.0
448,448,449,5,31-07-2015,1583,Open,Yes,No Holiday,Yes,1,2009.71153846
449,449,450,5,31-07-2015,1096,Open,Yes,No Holiday,Yes,0,0.0
450,450,451,5,31-07-2015,514,Open,Yes,No Holiday,Yes,1,2010.25
451,451,452,5,31-07-2015,642,Open,Yes,No Holiday,Yes,0,0.0
452,452,453,5,31-07-2015,1553,Open,Yes,No Holiday,Yes,0,0.0
453,453,454,5,31-07-2015,887,Open,Yes,No Holiday,Yes,0,0.0
454,454,455,5,31-07-2015,566,Open,Yes,No Holiday,Yes,0,0.0
455,455,456,5,31-07-2015,935,Open,Yes,No Holiday,Yes,0,0.0
456,456,457,5,31-07-2015,555,Open,Yes,No Holiday,No,1,2013.59615385
457,457,458,5,31-07-2015,779,Open,Yes,No Holiday,Yes,0,0.0
458,458,459,5,31-07-2015,1450,Open,Yes,No Holiday,Yes,0,0.0
459,459,460,5,31-07-2015,541,Open,Yes,No Holiday,Yes,0,0.0
460,460,461,5,31-07-2015,567,Open,Yes,No Holiday,Yes,1,2013.76923077
461,461,462,5,31-07-2015,637,Open,Yes,No Holiday,Yes,0,0.0
462,462,463,5,31-07-2015,880,Open,Yes,No Holiday,Yes,0,0.0
463,463,464,5,31-07-2015,1271,Open,Yes,No Holiday,Yes,0,0.0
464,464,465,5,31-07-2015,717,Open,Yes,No Holiday,Yes,0,0.0
465,465,466,5,31-07-2015,914,Open,Yes,No Holiday,Yes,0,0.0
466,466,467,5,31-07-2015,1761,Open,Yes,No Holiday,Yes,0,0.0
467,467,468,5,31-07-2015,804,Open,Yes,No Holiday,Yes,0,0.0
468,468,469,5,31-07-2015,1868,Open,Yes,No Holiday,Yes,0,0.0
469,469,470,5,31-07-2015,1835,Open,Yes,No Holiday,Yes,0,0.0
470,470,471,5,31-07-2015,703,Open,Yes,No Holiday,No,0,0.0
471,471,472,5,31-07-2015,783,Open,Yes,No Holiday,Yes,0,0.0
472,472,473,5,31-07-2015,511,Open,Yes,No Holiday,Yes,0,0.0
473,473,474,5,31-07-2015,825,Open,Yes,No Holiday,Yes,0,0.0
474,474,475,5,31-07-2015,1024,Open,Yes,No Holiday,Yes,0,0.0
475,475,476,5,31-07-2015,748,Open,Yes,No Holiday,Yes,0,0.0
476,476,477,5,31-07-2015,533,Open,Yes,No Holiday,No,1,2010.67307692
477,477,478,5,31-07-2015,870,Open,Yes,No Holiday,Yes,0,0.0
478,478,479,5,31-07-2015,1687,Open,Yes,No Holiday,Yes,0,0.0
479,479,480,5,31-07-2015,720,Open,Yes,No Holiday,Yes,0,0.0
480,480,481,5,31-07-2015,651,Open,Yes,No Holiday,Yes,0,0.0
481,481,482,5,31-07-2015,974,Open,Yes,No Holiday,Yes,0,0.0
482,482,483,5,31-07-2015,712,Open,Yes,No Holiday,Yes,1,2010.25
483,483,484,5,31-07-2015,878,Open,Yes,No Holiday,Yes,0,0.0
484,484,485,5,31-07-2015,554,Open,Yes,No Holiday,No,1,2012.42307692
485,485,486,5,31-07-2015,661,Open,Yes,No Holiday,Yes,1,2013.59615385
486,486,487,5,31-07-2015,828,Open,Yes,No Holiday,Yes,1,2012.76923077
487,487,488,5,31-07-2015,401,Open,Yes,No Holiday,Yes,0,0.0
488,488,489,5,31-07-2015,748,Open,Yes,No Holiday,Yes,1,2009.71153846
489,489,490,5,31-07-2015,1129,Open,Yes,No Holiday,No,1,2014.76923077
490,490,491,5,31-07-2015,625,Open,Yes,No Holiday,Yes,0,0.0
491,491,492,5,31-07-2015,1341,Open,Yes,No Holiday,No,1,2012.76923077
492,492,493,5,31-07-2015,933,Open,Yes,No Holiday,Yes,1,2011.26923077
493,493,494,5,31-07-2015,1202,Open,Yes,No Holiday,Yes,0,0.0
494,494,495,5,31-07-2015,492,Open,Yes,No Holiday,Yes,1,2009.71153846
495,495,496,5,31-07-2015,926,Open,Yes,No Holiday,Yes,0,0.0
496,496,497,5,31-07-2015,1248,Open,Yes,No Holiday,Yes,0,0.0
497,497,498,5,31-07-2015,903,Open,Yes,No Holiday,No,1,2014.76923077
498,498,499,5,31-07-2015,922,Open,Yes,No Holiday,Yes,0,0.0
499,499,500,5,31-07-2015,505,Open,Yes,No Holiday,No,1,2013.09615385
500,500,501,5,31-07-2015,684,Open,Yes,No Holiday,No,0,0.0
501,501,502,5,31-07-2015,1820,Open,Yes,No Holiday,Yes,1,2009.71153846
502,502,503,5,31-07-2015,609,Open,Yes,No Holiday,Yes,1,2011.26923077
503,503,504,5,31-07-2015,1117,Open,Yes,No Holiday,Yes,0,0.0
504,504,505,5,31-07-2015,734,Open,Yes,No Holiday,Yes,0,0.0
505,505,506,5,31-07-2015,1039,Open,Yes,No Holiday,Yes,0,0.0
506,506,507,5,31-07-2015,726,Open,Yes,No Holiday,Yes,1,2009.71153846
507,507,508,5,31-07-2015,970,Open,Yes,No Holiday,Yes,1,2011.76923077
508,508,509,5,31-07-2015,576,Open,Yes,No Holiday,Yes,1,2009.71153846
509,509,510,5,31-07-2015,951,Open,Yes,No Holiday,Yes,0,0.0
510,510,511,5,31-07-2015,846,Open,Yes,No Holiday,Yes,0,0.0
511,511,512,5,31-07-2015,1812,Open,Yes,No Holiday,No,0,0.0
512,512,513,5,31-07-2015,2177,Open,Yes,No Holiday,Yes,0,0.0
513,513,514,5,31-07-2015,707,Open,Yes,No Holiday,No,1,2012.51923077
514,514,515,5,31-07-2015,871,Open,Yes,No Holiday,Yes,0,0.0
515,515,516,5,31-07-2015,833,Open,Yes,No Holiday,Yes,0,0.0
516,516,517,5,31-07-2015,769,Open,Yes,No Holiday,Yes,0,0.0
517,517,518,5,31-07-2015,590,Open,Yes,No Holiday,No,1,2010.25
518,518,519,5,31-07-2015,719,Open,Yes,No Holiday,Yes,1,2012.01923077
519,519,520,5,31-07-2015,512,Open,Yes,No Holiday,Yes,0,0.0
520,520,521,5,31-07-2015,567,Open,Yes,No Holiday,Yes,0,0.0
521,521,522,5,31-07-2015,797,Open,Yes,No Holiday,No,1,2011.17307692
522,522,523,5,31-07-2015,1625,Open,Yes,No Holiday,Yes,0,0.0
523,523,524,5,31-07-2015,1049,Open,Yes,No Holiday,Yes,0,0.0
524,524,525,5,31-07-2015,893,Open,Yes,No Holiday,Yes,0,0.0
525,525,526,5,31-07-2015,1434,Open,Yes,No Holiday,Yes,0,0.0
526,526,527,5,31-07-2015,1162,Open,Yes,No Holiday,Yes,0,0.0
527,527,528,5,31-07-2015,1166,Open,Yes,No Holiday,Yes,1,2009.71153846
528,528,529,5,31-07-2015,913,Open,Yes,No Holiday,Yes,0,0.0
529,529,530,5,31-07-2015,1438,Open,Yes,No Holiday,Yes,0,0.0
530,530,531,5,31-07-2015,584,Open,Yes,No Holiday,Yes,0,0.0
531,531,532,5,31-07-2015,1236,Open,Yes,No Holiday,Yes,0,0.0
532,532,533,5,31-07-2015,1306,Open,Yes,No Holiday,Yes,0,0.0
533,533,534,5,31-07-2015,723,Open,Yes,No Holiday,No,1,2009.86538462
534,534,535,5,31-07-2015,947,Open,Yes,No Holiday,Yes,0,0.0
535,535,536,5,31-07-2015,1209,Open,Yes,No Holiday,Yes,0,0.0
536,536,537,5,31-07-2015,743,Open,Yes,No Holiday,Yes,1,2012.01923077
537,537,538,5,31-07-2015,567,Open,Yes,No Holiday,Yes,0,0.0
538,538,539,5,31-07-2015,1271,Open,Yes,No Holiday,No,1,2014.76923077
539,539,540,5,31-07-2015,517,Open,Yes,No Holiday,No,1,2012.92307692
540,540,541,5,31-07-2015,971,Open,Yes,No Holiday,Yes,0,0.0
541,541,542,5,31-07-2015,568,Open,Yes,No Holiday,No,1,2013.01923077
542,542,543,5,31-07-2015,274,Open,Yes,No Holiday,Yes,0,0.0
543,543,544,5,31-07-2015,2050,Open,Yes,No Holiday,Yes,1,2010.25
544,544,545,5,31-07-2015,1191,Open,Yes,No Holiday,Yes,0,0.0
545,545,546,5,31-07-2015,1617,Open,Yes,No Holiday,Yes,0,0.0
546,546,547,5,31-07-2015,510,Open,Yes,No Holiday,No,0,0.0
547,547,548,5,31-07-2015,381,Open,Yes,No Holiday,Yes,0,0.0
548,548,549,5,31-07-2015,650,Open,Yes,No Holiday,Yes,0,0.0
549,549,550,5,31-07-2015,491,Open,Yes,No Holiday,Yes,0,0.0
550,550,551,5,31-07-2015,1278,Open,Yes,No Holiday,Yes,0,0.0
551,551,552,5,31-07-2015,784,Open,Yes,No Holiday,Yes,1,2009.71153846
552,552,553,5,31-07-2015,785,Open,Yes,No Holiday,Yes,1,2010.25
553,553,554,5,31-07-2015,654,Open,Yes,No Holiday,Yes,0,0.0
554,554,555,5,31-07-2015,504,Open,Yes,No Holiday,No,0,0.0
555,555,556,5,31-07-2015,898,Open,Yes,No Holiday,Yes,0,0.0
556,556,557,5,31-07-2015,752,Open,Yes,No Holiday,Yes,0,0.0
557,557,558,5,31-07-2015,528,Open,Yes,No Holiday,Yes,0,0.0
558,558,559,5,31-07-2015,1053,Open,Yes,No Holiday,Yes,0,0.0
559,559,560,5,31-07-2015,1922,Open,Yes,No Holiday,Yes,0,0.0
560,560,561,5,31-07-2015,807,Open,Yes,No Holiday,Yes,0,0.0
561,561,562,5,31-07-2015,3255,Open,Yes,No Holiday,Yes,0,0.0
562,562,563,5,31-07-2015,672,Open,Yes,No Holiday,Yes,1,2014.19230769
563,563,564,5,31-07-2015,540,Open,Yes,No Holiday,Yes,1,2013.26923077
564,564,565,5,31-07-2015,906,Open,Yes,No Holiday,Yes,0,0.0
565,565,566,5,31-07-2015,690,Open,Yes,No Holiday,Yes,1,2013.76923077
566,566,567,5,31-07-2015,854,Open,Yes,No Holiday,Yes,0,0.0
567,567,568,5,31-07-2015,472,Open,Yes,No Holiday,Yes,1,2013.01923077
568,568,569,5,31-07-2015,620,Open,Yes,No Holiday,Yes,0,0.0
569,569,570,5,31-07-2015,804,Open,Yes,No Holiday,Yes,0,0.0
570,570,571,5,31-07-2015,677,Open,Yes,No Holiday,No,1,2014.76923077
571,571,572,5,31-07-2015,657,Open,Yes,No Holiday,Yes,1,2009.71153846
572,572,573,5,31-07-2015,391,Open,Yes,No Holiday,No,1,2013.69230769
573,573,574,5,31-07-2015,720,Open,Yes,No Holiday,Yes,0,0.0
574,574,575,5,31-07-2015,650,Open,Yes,No Holiday,No,1,2010.25
575,575,576,5,31-07-2015,1072,Open,Yes,No Holiday,Yes,0,0.0
576,576,577,5,31-07-2015,679,Open,Yes,No Holiday,Yes,0,0.0
577,577,578,5,31-07-2015,1225,Open,Yes,No Holiday,Yes,0,0.0
578,578,579,5,31-07-2015,991,Open,Yes,No Holiday,Yes,0,0.0
579,579,580,5,31-07-2015,1665,Open,Yes,No Holiday,Yes,0,0.0
580,580,581,5,31-07-2015,645,Open,Yes,No Holiday,Yes,0,0.0
581,581,582,5,31-07-2015,893,Open,Yes,No Holiday,Yes,0,0.0
582,582,583,5,31-07-2015,530,Open,Yes,No Holiday,Yes,0,0.0
583,583,584,5,31-07-2015,505,Open,Yes,No Holiday,Yes,0,0.0
584,584,585,5,31-07-2015,972,Open,Yes,No Holiday,Yes,0,0.0
585,585,586,5,31-07-2015,2501,Open,Yes,No Holiday,Yes,0,0.0
586,586,587,5,31-07-2015,788,Open,Yes,No Holiday,No,1,2011.26923077
587,587,588,5,31-07-2015,823,Open,Yes,No Holiday,Yes,0,0.0
588,588,589,5,31-07-2015,681,Open,Yes,No Holiday,Yes,0,0.0
589,589,590,5,31-07-2015,494,Open,Yes,No Holiday,Yes,1,2013.59615385
590,590,591,5,31-07-2015,641,Open,Yes,No Holiday,Yes,0,0.0
591,591,592,5,31-07-2015,585,Open,Yes,No Holiday,Yes,0,0.0
592,592,593,5,31-07-2015,1375,Open,Yes,No Holiday,Yes,0,0.0
593,593,594,5,31-07-2015,539,Open,Yes,No Holiday,Yes,0,0.0
594,594,595,5,31-07-2015,1899,Open,Yes,No Holiday,Yes,0,0.0
595,595,596,5,31-07-2015,882,Open,Yes,No Holiday,Yes,0,0.0
596,596,597,5,31-07-2015,873,Open,Yes,No Holiday,Yes,0,0.0
597,597,598,5,31-07-2015,763,Open,Yes,No Holiday,No,1,2014.76923077
598,598,599,5,31-07-2015,960,Open,Yes,No Holiday,Yes,0,0.0
599,599,600,5,31-07-2015,898,Open,Yes,No Holiday,Yes,0,0.0
600,600,601,5,31-07-2015,441,Open,Yes,No Holiday,Yes,1,2011.26923077
601,601,602,5,31-07-2015,635,Open,Yes,No Holiday,Yes,0,0.0
602,602,603,5,31-07-2015,1161,Open,Yes,No Holiday,Yes,1,2010.25
603,603,604,5,31-07-2015,614,Open,Yes,No Holiday,No,0,0.0
604,604,605,5,31-07-2015,662,Open,Yes,No Holiday,Yes,1,2009.71153846
605,605,606,5,31-07-2015,663,Open,Yes,No Holiday,Yes,0,0.0
606,606,607,5,31-07-2015,637,Open,Yes,No Holiday,Yes,1,2011.26923077
607,607,608,5,31-07-2015,1126,Open,Yes,No Holiday,Yes,1,2011.26923077
608,608,609,5,31-07-2015,588,Open,Yes,No Holiday,Yes,0,0.0
609,609,610,5,31-07-2015,523,Open,Yes,No Holiday,Yes,0,0.0
610,610,611,5,31-07-2015,531,Open,Yes,No Holiday,No,1,2014.76923077
611,611,612,5,31-07-2015,493,Open,Yes,No Holiday,No,1,2009.59615385
612,612,613,5,31-07-2015,954,Open,Yes,No Holiday,Yes,1,2011.26923077
613,613,614,5,31-07-2015,1069,Open,Yes,No Holiday,Yes,0,0.0
614,614,615,5,31-07-2015,1225,Open,Yes,No Holiday,Yes,0,0.0
615,615,616,5,31-07-2015,957,Open,Yes,No Holiday,Yes,0,0.0
616,616,617,5,31-07-2015,732,Open,Yes,No Holiday,Yes,1,2011.17307692
617,617,618,5,31-07-2015,618,Open,Yes,No Holiday,Yes,0,0.0
618,618,619,5,31-07-2015,614,Open,Yes,No Holiday,No,0,0.0
619,619,620,5,31-07-2015,937,Open,Yes,No Holiday,No,1,2014.76923077
620,620,621,5,31-07-2015,870,Open,Yes,No Holiday,Yes,0,0.0
621,621,622,5,31-07-2015,540,Open,Yes,No Holiday,Yes,0,0.0
622,622,623,5,31-07-2015,1045,Open,Yes,No Holiday,Yes,1,2010.25
623,623,624,5,31-07-2015,746,Open,Yes,No Holiday,Yes,0,0.0
624,624,625,5,31-07-2015,702,Open,Yes,No Holiday,Yes,0,0.0
625,625,626,5,31-07-2015,974,Open,Yes,No Holiday,Yes,0,0.0
626,626,627,5,31-07-2015,746,Open,Yes,No Holiday,Yes,0,0.0
627,627,628,5,31-07-2015,1091,Open,Yes,No Holiday,Yes,0,0.0
628,628,629,5,31-07-2015,590,Open,Yes,No Holiday,No,0,0.0
629,629,630,5,31-07-2015,801,Open,Yes,No Holiday,Yes,0,0.0
630,630,631,5,31-07-2015,765,Open,Yes,No Holiday,Yes,0,0.0
631,631,632,5,31-07-2015,1053,Open,Yes,No Holiday,Yes,0,0.0
632,632,633,5,31-07-2015,530,Open,Yes,No Holiday,No,1,2011.42307692
633,633,634,5,31-07-2015,775,Open,Yes,No Holiday,Yes,0,0.0
634,634,635,5,31-07-2015,791,Open,Yes,No Holiday,Yes,0,0.0
635,635,636,5,31-07-2015,1027,Open,Yes,No Holiday,No,1,2010.25
636,636,637,5,31-07-2015,893,Open,Yes,No Holiday,No,0,0.0
637,637,638,5,31-07-2015,624,Open,Yes,No Holiday,No,0,0.0
638,638,639,5,31-07-2015,528,Open,Yes,No Holiday,Yes,0,0.0
639,639,640,5,31-07-2015,936,Open,Yes,No Holiday,Yes,0,0.0
640,640,641,5,31-07-2015,567,Open,Yes,No Holiday,Yes,0,0.0
641,641,642,5,31-07-2015,420,Open,Yes,No Holiday,Yes,0,0.0
642,642,643,5,31-07-2015,1312,Open,Yes,No Holiday,Yes,0,0.0
643,643,644,5,31-07-2015,1189,Open,Yes,No Holiday,No,1,2011.26923077
644,644,645,5,31-07-2015,1817,Open,Yes,No Holiday,Yes,0,0.0
645,645,646,5,31-07-2015,817,Open,Yes,No Holiday,No,0,0.0
646,646,647,5,31-07-2015,932,Open,Yes,No Holiday,Yes,0,0.0
647,647,648,5,31-07-2015,620,Open,Yes,No Holiday,Yes,0,0.0
648,648,649,5,31-07-2015,486,Open,Yes,No Holiday,Yes,0,0.0
649,649,650,5,31-07-2015,743,Open,Yes,No Holiday,No,1,2014.76923077
650,650,651,5,31-07-2015,992,Open,Yes,No Holiday,Yes,0,0.0
651,651,652,5,31-07-2015,884,Open,Yes,No Holiday,Yes,0,0.0
652,652,653,5,31-07-2015,605,Open,Yes,No Holiday,Yes,0,0.0
653,653,654,5,31-07-2015,770,Open,Yes,No Holiday,Yes,0,0.0
654,654,655,5,31-07-2015,861,Open,Yes,No Holiday,Yes,0,0.0
655,655,656,5,31-07-2015,465,Open,Yes,No Holiday,Yes,1,2010.25
656,656,657,5,31-07-2015,919,Open,Yes,No Holiday,Yes,1,2014.19230769
657,657,658,5,31-07-2015,669,Open,Yes,No Holiday,Yes,1,2009.71153846
658,658,659,5,31-07-2015,690,Open,Yes,No Holiday,Yes,0,0.0
659,659,660,5,31-07-2015,652,Open,Yes,No Holiday,No,1,2014.76923077
660,660,661,5,31-07-2015,570,Open,Yes,No Holiday,Yes,0,0.0
661,661,662,5,31-07-2015,858,Open,Yes,No Holiday,Yes,0,0.0
662,662,663,5,31-07-2015,949,Open,Yes,No Holiday,Yes,0,0.0
663,663,664,5,31-07-2015,823,Open,Yes,No Holiday,Yes,0,0.0
664,664,665,5,31-07-2015,1365,Open,Yes,No Holiday,Yes,1,2011.26923077
665,665,666,5,31-07-2015,778,Open,Yes,No Holiday,Yes,0,0.0
666,666,667,5,31-07-2015,971,Open,Yes,No Holiday,Yes,0,0.0
667,667,668,5,31-07-2015,1278,Open,Yes,No Holiday,Yes,0,0.0
668,668,669,5,31-07-2015,501,Open,Yes,No Holiday,No,1,2013.59615385
669,669,670,5,31-07-2015,922,Open,Yes,No Holiday,No,0,0.0
670,670,671,5,31-07-2015,818,Open,Yes,No Holiday,No,1,2010.75
671,671,672,5,31-07-2015,1437,Open,Yes,No Holiday,Yes,0,0.0
672,672,673,5,31-07-2015,810,Open,Yes,No Holiday,Yes,0,0.0
673,673,674,5,31-07-2015,1387,Open,Yes,No Holiday,Yes,0,0.0
674,674,675,5,31-07-2015,421,Open,Yes,No Holiday,Yes,1,2011.26923077
675,675,676,5,31-07-2015,1943,Open,Yes,No Holiday,Yes,0,0.0
676,676,677,5,31-07-2015,718,Open,Yes,No Holiday,No,0,0.0
677,677,678,5,31-07-2015,1024,Open,Yes,No Holiday,Yes,1,2011.76923077
678,678,679,5,31-07-2015,1188,Open,Yes,No Holiday,Yes,0,0.0
679,679,680,5,31-07-2015,887,Open,Yes,No Holiday,Yes,0,0.0
680,680,681,5,31-07-2015,564,Open,Yes,No Holiday,Yes,0,0.0
681,681,682,5,31-07-2015,2013,Open,Yes,No Holiday,Yes,0,0.0
