,Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,CompetitionOpenSince,Promo2Date
1102,1103,d,c,1340.0,10.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2006.83333333,2013.09615385
1103,1104,d,a,260.0,2.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct",2012.16666667,2011.26923077
1104,1105,c,c,330.0,11.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov",2008.91666667,2013.09615385
1105,1106,a,c,5330.0,9.0,2011.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2011.75,2013.59615385
1106,1107,a,a,1400.0,6.0,2012.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct",2012.5,2010.25
1107,1108,a,a,540.0,4.0,2004.0,0,,,,2004.33333333,0.0
1108,1109,c,a,3490.0,4.0,2011.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct",2011.33333333,2012.42307692
1109,1110,c,c,900.0,9.0,2010.0,0,,,,2010.75,0.0
1110,1111,a,a,1900.0,6.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2014.5,2013.59615385
1111,1112,c,c,1880.0,4.0,2006.0,0,,,,2006.33333333,0.0
1112,1113,a,c,9260.0,7.0,2008.0,0,,,,2008.58333333,0.0
1113,1114,a,c,870.0,7.0,2008.0,0,,,,2008.58333333,0.0
1114,1115,d,c,5350.0,7.0,2008.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec",2008.58333333,2012.42307692
