,Store,Weekday,Date,People,Open/Close,Promotions of the store,Holiday_of_the_city,Holiday_Of_Educational_Institute,CompetitionDist,CompetitionOpen
322,323,5,31-07-2015,716,Open,Yes,No Holiday,Yes,8400.0,2012.33333333
323,324,5,31-07-2015,855,Open,Yes,No Holiday,Yes,13140.0,2008.58333333
324,325,5,31-07-2015,742,Open,Yes,No Holiday,Yes,350.0,2011.25
325,326,5,31-07-2015,544,Open,Yes,No Holiday,Yes,10070.0,2015.41666667
326,327,5,31-07-2015,1150,Open,Yes,No Holiday,Yes,1390.0,2005.0
327,328,5,31-07-2015,577,Open,Yes,No Holiday,Yes,3130.0,2002.58333333
328,329,5,31-07-2015,743,Open,Yes,No Holiday,Yes,1310.0,1990.5
329,330,5,31-07-2015,489,Open,Yes,No Holiday,Yes,370.0,2008.58333333
330,331,5,31-07-2015,814,Open,Yes,No Holiday,Yes,670.0,2008.58333333
331,332,5,31-07-2015,520,Open,Yes,No Holiday,Yes,1840.0,2006.25
332,333,5,31-07-2015,1399,Open,Yes,No Holiday,Yes,3720.0,2010.16666667
333,334,5,31-07-2015,599,Open,Yes,No Holiday,Yes,4040.0,2008.66666667
334,335,5,31-07-2015,2592,Open,Yes,No Holiday,Yes,90.0,2008.58333333
335,336,5,31-07-2015,2049,Open,Yes,No Holiday,Yes,190.0,2014.58333333
336,337,5,31-07-2015,493,Open,Yes,No Holiday,Yes,10600.0,2005.58333333
337,338,5,31-07-2015,657,Open,Yes,No Holiday,Yes,1590.0,2008.58333333
338,339,5,31-07-2015,840,Open,Yes,No Holiday,Yes,2280.0,2008.58333333
339,340,5,31-07-2015,802,Open,Yes,No Holiday,Yes,8080.0,2008.58333333
340,341,5,31-07-2015,851,Open,Yes,No Holiday,Yes,190.0,2011.75
341,342,5,31-07-2015,987,Open,Yes,No Holiday,No,15770.0,2008.58333333
342,343,5,31-07-2015,802,Open,Yes,No Holiday,Yes,18650.0,2004.33333333
343,344,5,31-07-2015,1434,Open,Yes,No Holiday,Yes,300.0,2011.33333333
344,345,5,31-07-2015,505,Open,Yes,No Holiday,No,120.0,2008.58333333
345,346,5,31-07-2015,734,Open,Yes,No Holiday,Yes,8090.0,2008.58333333
346,347,5,31-07-2015,504,Open,Yes,No Holiday,Yes,9360.0,2013.58333333
347,348,5,31-07-2015,831,Open,Yes,No Holiday,No,16490.0,2008.58333333
348,349,5,31-07-2015,873,Open,Yes,No Holiday,Yes,1490.0,2009.33333333
349,350,5,31-07-2015,614,Open,Yes,No Holiday,Yes,8880.0,2008.58333333
350,351,5,31-07-2015,652,Open,Yes,No Holiday,Yes,5290.0,2012.91666667
351,352,5,31-07-2015,716,Open,Yes,No Holiday,Yes,6360.0,2008.58333333
352,353,5,31-07-2015,1851,Open,Yes,No Holiday,Yes,900.0,2008.58333333
353,354,5,31-07-2015,791,Open,Yes,No Holiday,Yes,1500.0,2005.83333333
354,355,5,31-07-2015,1304,Open,Yes,No Holiday,Yes,9720.0,2013.66666667
355,356,5,31-07-2015,602,Open,Yes,No Holiday,Yes,8970.0,2008.0
356,357,5,31-07-2015,1218,Open,Yes,No Holiday,Yes,2060.0,2008.83333333
357,358,5,31-07-2015,1215,Open,Yes,No Holiday,Yes,2890.0,2003.83333333
358,359,5,31-07-2015,653,Open,Yes,No Holiday,Yes,4370.0,2008.58333333
359,360,5,31-07-2015,881,Open,Yes,No Holiday,Yes,2040.0,2007.5
360,361,5,31-07-2015,812,Open,Yes,No Holiday,Yes,4490.0,2014.41666667
361,362,5,31-07-2015,1257,Open,Yes,No Holiday,Yes,340.0,2008.58333333
362,363,5,31-07-2015,1061,Open,Yes,No Holiday,Yes,250.0,2009.75
363,364,5,31-07-2015,758,Open,Yes,No Holiday,Yes,13620.0,2008.58333333
364,365,5,31-07-2015,754,Open,Yes,No Holiday,No,2410.0,2008.58333333
365,366,5,31-07-2015,772,Open,Yes,No Holiday,Yes,6470.0,2005.0
366,367,5,31-07-2015,646,Open,Yes,No Holiday,Yes,2640.0,2012.75
367,368,5,31-07-2015,1025,Open,Yes,No Holiday,Yes,1450.0,2005.33333333
368,369,5,31-07-2015,646,Open,Yes,No Holiday,Yes,5870.0,2014.33333333
369,370,5,31-07-2015,714,Open,Yes,No Holiday,Yes,8250.0,2000.83333333
370,371,5,31-07-2015,592,Open,Yes,No Holiday,Yes,1970.0,2009.58333333
371,372,5,31-07-2015,874,Open,Yes,No Holiday,Yes,4880.0,2010.66666667
372,373,5,31-07-2015,405,Open,Yes,No Holiday,Yes,11120.0,2008.58333333
373,374,5,31-07-2015,938,Open,Yes,No Holiday,Yes,1150.0,2007.75
374,375,5,31-07-2015,1038,Open,Yes,No Holiday,Yes,15710.0,2013.16666667
375,376,5,31-07-2015,1083,Open,Yes,No Holiday,Yes,160.0,2012.66666667
376,377,5,31-07-2015,1400,Open,Yes,No Holiday,Yes,100.0,2010.5
377,378,5,31-07-2015,1267,Open,Yes,No Holiday,Yes,2140.0,2012.66666667
378,379,5,31-07-2015,574,Open,Yes,No Holiday,Yes,6630.0,2008.58333333
379,380,5,31-07-2015,1498,Open,Yes,No Holiday,Yes,2240.0,2013.41666667
380,381,5,31-07-2015,977,Open,Yes,No Holiday,Yes,1800.0,2006.91666667
381,382,5,31-07-2015,818,Open,Yes,No Holiday,Yes,26130.0,2002.91666667
382,383,5,31-07-2015,2297,Open,Yes,No Holiday,Yes,350.0,2008.58333333
383,384,5,31-07-2015,1197,Open,Yes,No Holiday,Yes,130.0,2008.58333333
384,385,5,31-07-2015,740,Open,Yes,No Holiday,No,4580.0,2007.75
385,386,5,31-07-2015,713,Open,Yes,No Holiday,Yes,1460.0,2014.33333333
386,387,5,31-07-2015,1402,Open,Yes,No Holiday,Yes,210.0,2008.58333333
387,388,5,31-07-2015,1178,Open,Yes,No Holiday,Yes,2260.0,2008.58333333
388,389,5,31-07-2015,1383,Open,Yes,No Holiday,Yes,6690.0,2011.66666667
389,390,5,31-07-2015,1219,Open,Yes,No Holiday,Yes,1600.0,2009.33333333
390,391,5,31-07-2015,925,Open,Yes,No Holiday,Yes,460.0,2014.91666667
391,392,5,31-07-2015,748,Open,Yes,No Holiday,Yes,2120.0,2008.58333333
392,393,5,31-07-2015,725,Open,Yes,No Holiday,Yes,4820.0,2008.25
393,394,5,31-07-2015,760,Open,Yes,No Holiday,Yes,10850.0,2008.58333333
394,395,5,31-07-2015,587,Open,Yes,No Holiday,Yes,3620.0,2013.16666667
395,396,5,31-07-2015,1227,Open,Yes,No Holiday,Yes,23130.0,2008.58333333
396,397,5,31-07-2015,955,Open,Yes,No Holiday,Yes,130.0,2008.58333333
397,398,5,31-07-2015,787,Open,Yes,No Holiday,Yes,1540.0,2008.58333333
398,399,5,31-07-2015,668,Open,Yes,No Holiday,No,5360.0,2012.75
399,400,5,31-07-2015,1369,Open,Yes,No Holiday,Yes,70.0,2004.91666667
400,401,5,31-07-2015,733,Open,Yes,No Holiday,Yes,9200.0,2009.83333333
401,402,5,31-07-2015,668,Open,Yes,No Holiday,Yes,5830.0,2011.75
402,403,5,31-07-2015,812,Open,Yes,No Holiday,Yes,4970.0,2015.58333333
403,404,5,31-07-2015,669,Open,Yes,No Holiday,Yes,1420.0,2008.58333333
404,405,5,31-07-2015,530,Open,Yes,No Holiday,Yes,1080.0,2008.33333333
405,406,5,31-07-2015,710,Open,Yes,No Holiday,Yes,8240.0,2001.25
406,407,5,31-07-2015,446,Open,Yes,No Holiday,No,5890.0,2003.83333333
407,408,5,31-07-2015,639,Open,Yes,No Holiday,Yes,1560.0,2008.58333333
408,409,5,31-07-2015,641,Open,Yes,No Holiday,Yes,840.0,2008.58333333
409,410,5,31-07-2015,878,Open,Yes,No Holiday,Yes,40.0,2011.91666667
410,411,5,31-07-2015,882,Open,Yes,No Holiday,Yes,8460.0,2008.58333333
411,412,5,31-07-2015,755,Open,Yes,No Holiday,No,4460.0,2008.58333333
412,413,5,31-07-2015,1110,Open,Yes,No Holiday,No,760.0,2014.75
413,414,5,31-07-2015,547,Open,Yes,No Holiday,Yes,6210.0,2008.58333333
414,415,5,31-07-2015,583,Open,Yes,No Holiday,Yes,6910.0,2005.33333333
415,416,5,31-07-2015,1425,Open,Yes,No Holiday,Yes,4650.0,2014.5
416,417,5,31-07-2015,835,Open,Yes,No Holiday,Yes,840.0,2008.58333333
417,418,5,31-07-2015,801,Open,Yes,No Holiday,Yes,1060.0,2009.41666667
418,419,5,31-07-2015,1030,Open,Yes,No Holiday,Yes,1620.0,2009.75
419,420,5,31-07-2015,516,Open,Yes,No Holiday,No,250.0,2008.58333333
420,421,5,31-07-2015,1288,Open,Yes,No Holiday,Yes,3530.0,2012.5
421,422,5,31-07-2015,458,Open,Yes,No Holiday,Yes,2880.0,2008.58333333
422,423,5,31-07-2015,2213,Open,Yes,No Holiday,Yes,1270.0,2014.41666667
423,424,5,31-07-2015,930,Open,Yes,No Holiday,Yes,1250.0,2008.58333333
424,425,5,31-07-2015,560,Open,Yes,No Holiday,Yes,1460.0,2008.58333333
425,426,5,31-07-2015,667,Open,Yes,No Holiday,Yes,250.0,2008.58333333
426,427,5,31-07-2015,880,Open,Yes,No Holiday,No,70.0,2005.58333333
427,428,5,31-07-2015,635,Open,Yes,No Holiday,No,2960.0,2015.0
428,429,5,31-07-2015,523,Open,Yes,No Holiday,No,16350.0,2005.58333333
429,430,5,31-07-2015,868,Open,Yes,No Holiday,No,12870.0,2008.83333333
430,431,5,31-07-2015,1045,Open,Yes,No Holiday,Yes,4520.0,2008.58333333
431,432,5,31-07-2015,1795,Open,Yes,No Holiday,Yes,810.0,2013.41666667
432,433,5,31-07-2015,904,Open,Yes,No Holiday,Yes,30030.0,2010.91666667
433,434,5,31-07-2015,767,Open,Yes,No Holiday,No,13020.0,2003.66666667
434,435,5,31-07-2015,388,Open,Yes,No Holiday,Yes,910.0,2008.58333333
435,436,5,31-07-2015,731,Open,Yes,No Holiday,Yes,2300.0,2008.58333333
436,437,5,31-07-2015,847,Open,Yes,No Holiday,Yes,430.0,2008.58333333
437,438,5,31-07-2015,614,Open,Yes,No Holiday,Yes,1110.0,2008.58333333
438,439,5,31-07-2015,930,Open,Yes,No Holiday,Yes,1350.0,2009.75
439,440,5,31-07-2015,839,Open,Yes,No Holiday,Yes,3900.0,2005.33333333
440,441,5,31-07-2015,847,Open,Yes,No Holiday,Yes,2530.0,2008.58333333
441,442,5,31-07-2015,637,Open,Yes,No Holiday,Yes,500.0,2008.58333333
442,443,5,31-07-2015,566,Open,Yes,No Holiday,Yes,11400.0,2006.0
443,444,5,31-07-2015,1573,Open,Yes,No Holiday,Yes,1700.0,2009.91666667
444,445,5,31-07-2015,1627,Open,Yes,No Holiday,Yes,240.0,2008.58333333
445,446,5,31-07-2015,816,Open,Yes,No Holiday,Yes,340.0,2000.83333333
446,447,5,31-07-2015,614,Open,Yes,No Holiday,Yes,1510.0,2013.75
447,448,5,31-07-2015,786,Open,Yes,No Holiday,Yes,3970.0,2009.75
448,449,5,31-07-2015,1583,Open,Yes,No Holiday,Yes,120.0,2015.0
449,450,5,31-07-2015,1096,Open,Yes,No Holiday,Yes,5780.0,1994.91666667
450,451,5,31-07-2015,514,Open,Yes,No Holiday,Yes,2460.0,2009.33333333
451,452,5,31-07-2015,642,Open,Yes,No Holiday,Yes,1850.0,2013.66666667
452,453,5,31-07-2015,1553,Open,Yes,No Holiday,Yes,75860.0,2008.58333333
453,454,5,31-07-2015,887,Open,Yes,No Holiday,Yes,26450.0,2008.58333333
454,455,5,31-07-2015,566,Open,Yes,No Holiday,Yes,7660.0,2010.75
455,456,5,31-07-2015,935,Open,Yes,No Holiday,Yes,140.0,2008.58333333
456,457,5,31-07-2015,555,Open,Yes,No Holiday,No,13140.0,2008.58333333
457,458,5,31-07-2015,779,Open,Yes,No Holiday,Yes,3390.0,2008.58333333
458,459,5,31-07-2015,1450,Open,Yes,No Holiday,Yes,250.0,2008.75
459,460,5,31-07-2015,541,Open,Yes,No Holiday,Yes,34050.0,2008.33333333
460,461,5,31-07-2015,567,Open,Yes,No Holiday,Yes,1790.0,2013.58333333
461,462,5,31-07-2015,637,Open,Yes,No Holiday,Yes,44320.0,2008.66666667
462,463,5,31-07-2015,880,Open,Yes,No Holiday,Yes,4160.0,2008.58333333
463,464,5,31-07-2015,1271,Open,Yes,No Holiday,Yes,520.0,2009.25
464,465,5,31-07-2015,717,Open,Yes,No Holiday,Yes,10890.0,2005.33333333
465,466,5,31-07-2015,914,Open,Yes,No Holiday,Yes,3110.0,2003.25
466,467,5,31-07-2015,1761,Open,Yes,No Holiday,Yes,20390.0,2008.33333333
467,468,5,31-07-2015,804,Open,Yes,No Holiday,Yes,5260.0,2012.75
468,469,5,31-07-2015,1868,Open,Yes,No Holiday,Yes,710.0,2005.75
469,470,5,31-07-2015,1835,Open,Yes,No Holiday,Yes,50.0,2008.58333333
470,471,5,31-07-2015,703,Open,Yes,No Holiday,No,5300.0,2008.58333333
471,472,5,31-07-2015,783,Open,Yes,No Holiday,Yes,5030.0,2011.66666667
472,473,5,31-07-2015,511,Open,Yes,No Holiday,Yes,50.0,2008.58333333
473,474,5,31-07-2015,825,Open,Yes,No Holiday,Yes,14810.0,2008.58333333
474,475,5,31-07-2015,1024,Open,Yes,No Holiday,Yes,140.0,2005.75
475,476,5,31-07-2015,748,Open,Yes,No Holiday,Yes,8300.0,2006.75
476,477,5,31-07-2015,533,Open,Yes,No Holiday,No,770.0,2010.58333333
477,478,5,31-07-2015,870,Open,Yes,No Holiday,Yes,1940.0,2012.25
478,479,5,31-07-2015,1687,Open,Yes,No Holiday,Yes,320.0,2006.0
479,480,5,31-07-2015,720,Open,Yes,No Holiday,Yes,300.0,2012.91666667
480,481,5,31-07-2015,651,Open,Yes,No Holiday,Yes,7470.0,2008.58333333
481,482,5,31-07-2015,974,Open,Yes,No Holiday,Yes,2550.0,2005.83333333
482,483,5,31-07-2015,712,Open,Yes,No Holiday,Yes,2310.0,2011.75
483,484,5,31-07-2015,878,Open,Yes,No Holiday,Yes,14300.0,2011.25
484,485,5,31-07-2015,554,Open,Yes,No Holiday,No,3270.0,2008.58333333
485,486,5,31-07-2015,661,Open,Yes,No Holiday,Yes,2320.0,2008.58333333
486,487,5,31-07-2015,828,Open,Yes,No Holiday,Yes,2180.0,2012.75
487,488,5,31-07-2015,401,Open,Yes,No Holiday,Yes,2890.0,2014.33333333
488,489,5,31-07-2015,748,Open,Yes,No Holiday,Yes,14960.0,2013.91666667
489,490,5,31-07-2015,1129,Open,Yes,No Holiday,No,660.0,2013.33333333
490,491,5,31-07-2015,625,Open,Yes,No Holiday,Yes,4680.0,2008.58333333
491,492,5,31-07-2015,1341,Open,Yes,No Holiday,No,1740.0,2008.25
492,493,5,31-07-2015,933,Open,Yes,No Holiday,Yes,1150.0,2008.58333333
493,494,5,31-07-2015,1202,Open,Yes,No Holiday,Yes,1260.0,2011.5
494,495,5,31-07-2015,492,Open,Yes,No Holiday,Yes,5470.0,2008.58333333
495,496,5,31-07-2015,926,Open,Yes,No Holiday,Yes,2780.0,2015.5
496,497,5,31-07-2015,1248,Open,Yes,No Holiday,Yes,1610.0,2008.58333333
497,498,5,31-07-2015,903,Open,Yes,No Holiday,No,990.0,2008.58333333
498,499,5,31-07-2015,922,Open,Yes,No Holiday,Yes,450.0,2008.58333333
499,500,5,31-07-2015,505,Open,Yes,No Holiday,No,10690.0,2007.75
500,501,5,31-07-2015,684,Open,Yes,No Holiday,No,1620.0,2006.75
501,502,5,31-07-2015,1820,Open,Yes,No Holiday,Yes,220.0,2002.16666667
502,503,5,31-07-2015,609,Open,Yes,No Holiday,Yes,13080.0,2006.75
503,504,5,31-07-2015,1117,Open,Yes,No Holiday,Yes,820.0,2008.58333333
504,505,5,31-07-2015,734,Open,Yes,No Holiday,Yes,350.0,2008.58333333
505,506,5,31-07-2015,1039,Open,Yes,No Holiday,Yes,1850.0,2015.0
506,507,5,31-07-2015,726,Open,Yes,No Holiday,Yes,9070.0,2011.33333333
507,508,5,31-07-2015,970,Open,Yes,No Holiday,Yes,1280.0,2008.58333333
508,509,5,31-07-2015,576,Open,Yes,No Holiday,Yes,4740.0,2008.58333333
509,510,5,31-07-2015,951,Open,Yes,No Holiday,Yes,8260.0,2008.58333333
510,511,5,31-07-2015,846,Open,Yes,No Holiday,Yes,2060.0,2009.75
511,512,5,31-07-2015,1812,Open,Yes,No Holiday,No,590.0,2008.58333333
512,513,5,31-07-2015,2177,Open,Yes,No Holiday,Yes,400.0,2013.66666667
513,514,5,31-07-2015,707,Open,Yes,No Holiday,No,1200.0,2012.58333333
514,515,5,31-07-2015,871,Open,Yes,No Holiday,Yes,11260.0,2008.58333333
515,516,5,31-07-2015,833,Open,Yes,No Holiday,Yes,20.0,2008.58333333
516,517,5,31-07-2015,769,Open,Yes,No Holiday,Yes,22490.0,2008.58333333
517,518,5,31-07-2015,590,Open,Yes,No Holiday,No,3330.0,2015.25
518,519,5,31-07-2015,719,Open,Yes,No Holiday,Yes,2510.0,2009.66666667
519,520,5,31-07-2015,512,Open,Yes,No Holiday,Yes,6900.0,2008.58333333
520,521,5,31-07-2015,567,Open,Yes,No Holiday,Yes,18610.0,2002.91666667
521,522,5,31-07-2015,797,Open,Yes,No Holiday,No,7160.0,2012.91666667
522,523,5,31-07-2015,1625,Open,Yes,No Holiday,Yes,50.0,2013.91666667
523,524,5,31-07-2015,1049,Open,Yes,No Holiday,Yes,40860.0,2013.75
524,525,5,31-07-2015,893,Open,Yes,No Holiday,Yes,1870.0,2013.75
525,526,5,31-07-2015,1434,Open,Yes,No Holiday,Yes,120.0,2008.58333333
526,527,5,31-07-2015,1162,Open,Yes,No Holiday,Yes,5830.0,2008.33333333
527,528,5,31-07-2015,1166,Open,Yes,No Holiday,Yes,20620.0,2008.58333333
528,529,5,31-07-2015,913,Open,Yes,No Holiday,Yes,12920.0,2012.75
529,530,5,31-07-2015,1438,Open,Yes,No Holiday,Yes,18160.0,2008.58333333
530,531,5,31-07-2015,584,Open,Yes,No Holiday,Yes,4030.0,2008.58333333
531,532,5,31-07-2015,1236,Open,Yes,No Holiday,Yes,1070.0,2010.66666667
532,533,5,31-07-2015,1306,Open,Yes,No Holiday,Yes,5950.0,2008.58333333
533,534,5,31-07-2015,723,Open,Yes,No Holiday,No,1200.0,2009.75
534,535,5,31-07-2015,947,Open,Yes,No Holiday,Yes,3570.0,2007.33333333
535,536,5,31-07-2015,1209,Open,Yes,No Holiday,Yes,4700.0,2002.75
536,537,5,31-07-2015,743,Open,Yes,No Holiday,Yes,600.0,2002.41666667
537,538,5,31-07-2015,567,Open,Yes,No Holiday,Yes,990.0,2010.16666667
538,539,5,31-07-2015,1271,Open,Yes,No Holiday,No,770.0,2013.41666667
539,540,5,31-07-2015,517,Open,Yes,No Holiday,No,810.0,2008.58333333
540,541,5,31-07-2015,971,Open,Yes,No Holiday,Yes,650.0,1990.58333333
541,542,5,31-07-2015,568,Open,Yes,No Holiday,No,7280.0,2012.75
542,543,5,31-07-2015,274,Open,Yes,No Holiday,Yes,1080.0,2013.0
543,544,5,31-07-2015,2050,Open,Yes,No Holiday,Yes,250.0,2002.0
544,545,5,31-07-2015,1191,Open,Yes,No Holiday,Yes,5020.0,2006.41666667
545,546,5,31-07-2015,1617,Open,Yes,No Holiday,Yes,580.0,2005.08333333
546,547,5,31-07-2015,510,Open,Yes,No Holiday,No,8990.0,2009.91666667
547,548,5,31-07-2015,381,Open,Yes,No Holiday,Yes,3760.0,2009.16666667
548,549,5,31-07-2015,650,Open,Yes,No Holiday,Yes,2330.0,2008.58333333
549,550,5,31-07-2015,491,Open,Yes,No Holiday,Yes,50.0,2015.5
550,551,5,31-07-2015,1278,Open,Yes,No Holiday,Yes,2190.0,2013.75
551,552,5,31-07-2015,784,Open,Yes,No Holiday,Yes,4260.0,2008.58333333
552,553,5,31-07-2015,785,Open,Yes,No Holiday,Yes,3040.0,2002.75
553,554,5,31-07-2015,654,Open,Yes,No Holiday,Yes,1200.0,2008.58333333
554,555,5,31-07-2015,504,Open,Yes,No Holiday,No,1560.0,2014.08333333
555,556,5,31-07-2015,898,Open,Yes,No Holiday,Yes,1140.0,2014.91666667
556,557,5,31-07-2015,752,Open,Yes,No Holiday,Yes,250.0,2008.58333333
557,558,5,31-07-2015,528,Open,Yes,No Holiday,Yes,3000.0,2010.16666667
558,559,5,31-07-2015,1053,Open,Yes,No Holiday,Yes,3910.0,2006.91666667
559,560,5,31-07-2015,1922,Open,Yes,No Holiday,Yes,1910.0,2013.58333333
560,561,5,31-07-2015,807,Open,Yes,No Holiday,Yes,14300.0,2008.58333333
561,562,5,31-07-2015,3255,Open,Yes,No Holiday,Yes,1210.0,2008.58333333
562,563,5,31-07-2015,672,Open,Yes,No Holiday,Yes,700.0,2015.25
563,564,5,31-07-2015,540,Open,Yes,No Holiday,Yes,6540.0,2008.58333333
564,565,5,31-07-2015,906,Open,Yes,No Holiday,Yes,160.0,2007.58333333
565,566,5,31-07-2015,690,Open,Yes,No Holiday,Yes,3620.0,2008.58333333
566,567,5,31-07-2015,854,Open,Yes,No Holiday,Yes,1010.0,2012.75
567,568,5,31-07-2015,472,Open,Yes,No Holiday,Yes,4270.0,2008.58333333
568,569,5,31-07-2015,620,Open,Yes,No Holiday,Yes,1340.0,2006.75
569,570,5,31-07-2015,804,Open,Yes,No Holiday,Yes,180.0,2006.91666667
570,571,5,31-07-2015,677,Open,Yes,No Holiday,No,2110.0,1995.91666667
571,572,5,31-07-2015,657,Open,Yes,No Holiday,Yes,9230.0,2004.33333333
572,573,5,31-07-2015,391,Open,Yes,No Holiday,No,1190.0,2012.91666667
573,574,5,31-07-2015,720,Open,Yes,No Holiday,Yes,4400.0,2008.58333333
574,575,5,31-07-2015,650,Open,Yes,No Holiday,No,960.0,2008.41666667
575,576,5,31-07-2015,1072,Open,Yes,No Holiday,Yes,50.0,2006.91666667
576,577,5,31-07-2015,679,Open,Yes,No Holiday,Yes,2270.0,2008.58333333
577,578,5,31-07-2015,1225,Open,Yes,No Holiday,Yes,12700.0,2013.33333333
578,579,5,31-07-2015,991,Open,Yes,No Holiday,Yes,20970.0,2012.91666667
579,580,5,31-07-2015,1665,Open,Yes,No Holiday,Yes,170.0,2009.16666667
580,581,5,31-07-2015,645,Open,Yes,No Holiday,Yes,7250.0,2014.0
581,582,5,31-07-2015,893,Open,Yes,No Holiday,Yes,120.0,2008.58333333
582,583,5,31-07-2015,530,Open,Yes,No Holiday,Yes,2640.0,2002.91666667
583,584,5,31-07-2015,505,Open,Yes,No Holiday,Yes,1360.0,2008.58333333
584,585,5,31-07-2015,972,Open,Yes,No Holiday,Yes,440.0,2014.33333333
585,586,5,31-07-2015,2501,Open,Yes,No Holiday,Yes,250.0,2008.83333333
586,587,5,31-07-2015,788,Open,Yes,No Holiday,No,330.0,2006.75
587,588,5,31-07-2015,823,Open,Yes,No Holiday,Yes,15720.0,2010.25
588,589,5,31-07-2015,681,Open,Yes,No Holiday,Yes,360.0,2008.58333333
589,590,5,31-07-2015,494,Open,Yes,No Holiday,Yes,4520.0,2010.75
590,591,5,31-07-2015,641,Open,Yes,No Holiday,Yes,3340.0,2008.58333333
591,592,5,31-07-2015,585,Open,Yes,No Holiday,Yes,2540.0,2005.5
592,593,5,31-07-2015,1375,Open,Yes,No Holiday,Yes,33060.0,2010.25
593,594,5,31-07-2015,539,Open,Yes,No Holiday,Yes,1790.0,2011.83333333
594,595,5,31-07-2015,1899,Open,Yes,No Holiday,Yes,1130.0,2015.5
595,596,5,31-07-2015,882,Open,Yes,No Holiday,Yes,290.0,2006.75
596,597,5,31-07-2015,873,Open,Yes,No Holiday,Yes,150.0,2008.75
597,598,5,31-07-2015,763,Open,Yes,No Holiday,No,550.0,2014.0
598,599,5,31-07-2015,960,Open,Yes,No Holiday,Yes,580.0,2014.91666667
599,600,5,31-07-2015,898,Open,Yes,No Holiday,Yes,17340.0,2010.5
600,601,5,31-07-2015,441,Open,Yes,No Holiday,Yes,8220.0,2014.33333333
601,602,5,31-07-2015,635,Open,Yes,No Holiday,Yes,2710.0,2001.58333333
602,603,5,31-07-2015,1161,Open,Yes,No Holiday,Yes,340.0,2007.33333333
603,604,5,31-07-2015,614,Open,Yes,No Holiday,No,10950.0,2014.25
604,605,5,31-07-2015,662,Open,Yes,No Holiday,Yes,10310.0,2003.33333333
605,606,5,31-07-2015,663,Open,Yes,No Holiday,Yes,2260.0,2007.91666667
606,607,5,31-07-2015,637,Open,Yes,No Holiday,Yes,350.0,1999.66666667
607,608,5,31-07-2015,1126,Open,Yes,No Holiday,Yes,18370.0,2013.16666667
608,609,5,31-07-2015,588,Open,Yes,No Holiday,Yes,2070.0,2007.75
609,610,5,31-07-2015,523,Open,Yes,No Holiday,Yes,660.0,2007.08333333
610,611,5,31-07-2015,531,Open,Yes,No Holiday,No,8080.0,2003.0
611,612,5,31-07-2015,493,Open,Yes,No Holiday,No,2490.0,2012.91666667
612,613,5,31-07-2015,954,Open,Yes,No Holiday,Yes,250.0,2007.5
613,614,5,31-07-2015,1069,Open,Yes,No Holiday,Yes,1160.0,2013.0
614,615,5,31-07-2015,1225,Open,Yes,No Holiday,Yes,730.0,2007.66666667
615,616,5,31-07-2015,957,Open,Yes,No Holiday,Yes,3040.0,2011.66666667
616,617,5,31-07-2015,732,Open,Yes,No Holiday,Yes,8940.0,2008.58333333
617,618,5,31-07-2015,618,Open,Yes,No Holiday,Yes,9910.0,2008.58333333
618,619,5,31-07-2015,614,Open,Yes,No Holiday,No,1600.0,2006.5
619,620,5,31-07-2015,937,Open,Yes,No Holiday,No,5440.0,2008.58333333
620,621,5,31-07-2015,870,Open,Yes,No Holiday,Yes,30.0,2002.58333333
621,622,5,31-07-2015,540,Open,Yes,No Holiday,Yes,,2008.58333333
622,623,5,31-07-2015,1045,Open,Yes,No Holiday,Yes,4080.0,2011.25
623,624,5,31-07-2015,746,Open,Yes,No Holiday,Yes,6920.0,2011.75
624,625,5,31-07-2015,702,Open,Yes,No Holiday,Yes,1170.0,2011.33333333
625,626,5,31-07-2015,974,Open,Yes,No Holiday,Yes,10740.0,2013.91666667
626,627,5,31-07-2015,746,Open,Yes,No Holiday,Yes,3970.0,2010.25
627,628,5,31-07-2015,1091,Open,Yes,No Holiday,Yes,2180.0,2008.58333333
628,629,5,31-07-2015,590,Open,Yes,No Holiday,No,510.0,2014.58333333
629,630,5,31-07-2015,801,Open,Yes,No Holiday,Yes,1690.0,2015.33333333
630,631,5,31-07-2015,765,Open,Yes,No Holiday,Yes,2870.0,2008.58333333
631,632,5,31-07-2015,1053,Open,Yes,No Holiday,Yes,3350.0,2010.16666667
632,633,5,31-07-2015,530,Open,Yes,No Holiday,No,11640.0,2005.33333333
633,634,5,31-07-2015,775,Open,Yes,No Holiday,Yes,18610.0,2008.58333333
634,635,5,31-07-2015,791,Open,Yes,No Holiday,Yes,27530.0,2014.33333333
635,636,5,31-07-2015,1027,Open,Yes,No Holiday,No,720.0,2004.83333333
636,637,5,31-07-2015,893,Open,Yes,No Holiday,No,9790.0,2008.58333333
637,638,5,31-07-2015,624,Open,Yes,No Holiday,No,10170.0,2001.91666667
638,639,5,31-07-2015,528,Open,Yes,No Holiday,Yes,7780.0,2006.91666667
639,640,5,31-07-2015,936,Open,Yes,No Holiday,Yes,8040.0,2008.58333333
640,641,5,31-07-2015,567,Open,Yes,No Holiday,Yes,610.0,2004.0
641,642,5,31-07-2015,420,Open,Yes,No Holiday,Yes,530.0,2005.33333333
642,643,5,31-07-2015,1312,Open,Yes,No Holiday,Yes,230.0,2010.5
643,644,5,31-07-2015,1189,Open,Yes,No Holiday,No,4030.0,2005.0
